,protocol,io,srcport,dstport,payload
80,1,1,0,80,488.3875
81,1,0,80,0,0.09782608695652174
82,1,0,80,0,0.3573799692332605
83,1,1,0,80,54.0375
84,1,1,0,80,400.3
85,1,0,80,0,0.09782608695652174
86,1,0,80,0,19.441199093190836
87,1,1,0,80,54.0375
88,1,0,80,0,18.414055542061373
89,1,1,0,80,57.225
90,1,0,80,0,11.006234313011092
91,1,1,0,80,54.0375
92,1,1,0,80,397.1125
93,1,0,80,0,0.08750303619140151
94,1,0,80,0,0.08750657868102506
95,1,1,0,80,50.85
96,1,0,80,0,0.08750657868102506
97,1,0,80,0,0.0978181670984456
98,1,1,0,80,57.225
99,1,0,80,0,0.0978181670984456
100,1,0,80,0,0.08749241044323011
101,1,1,0,80,50.85
102,1,0,80,0,0.08749241044323011
103,1,0,80,0,0.09267581683468966
104,1,1,0,80,57.225
105,1,0,80,0,0.09267581683468966
106,1,0,80,0,0.09782212686718213
107,1,1,0,80,54.0375
108,1,0,80,0,0.09782212686718213
109,1,0,80,0,19.441199093190836
110,1,1,0,80,57.225
111,1,0,80,0,18.41921706744393
112,1,0,80,0,11.001072787628532
113,1,1,0,80,57.225
114,1,1,0,80,54.0375
115,1,0,80,0,0.08750303619140151
116,1,1,0,80,54.0375
117,1,0,80,0,0.08750303619140151
118,1,1,0,80,44.375
119,1,0,80,0,0.08216627539868858
120,1,1,0,80,54.0375
121,1,1,0,80,425.4125
122,1,0,80,0,0.0926495588116247
123,1,0,80,0,19.727050109285194
124,1,1,0,80,54.0375
125,1,0,80,0,17.925969400145714
126,1,1,0,80,57.225
127,1,0,80,0,13.985590544806929
128,1,1,0,80,54.0375
129,1,1,0,80,374.975
130,1,0,80,0,0.0926495588116247
131,1,1,0,80,47.5625
132,1,0,80,0,0.08732343060671065
133,1,1,0,80,44.375
134,1,0,80,0,0.08731989638983326
135,1,1,0,80,50.85
136,1,1,0,80,54.0375
137,1,1,0,80,403.375
138,1,0,80,0,0.08748532804468369
139,1,1,0,80,416.0
140,1,0,80,0,0.0926420592520641
141,1,1,0,80,47.6625
142,1,1,0,80,54.0375
143,1,0,80,0,5.290958394042415
144,1,1,0,80,31.875
145,1,0,80,0,18.570303962439795
146,1,1,0,80,31.875
147,1,0,80,0,18.916056178410976
148,1,1,0,80,31.875
149,1,0,80,0,3.495304784262932
150,1,1,0,80,54.0375
151,1,1,0,80,296.3375
152,1,0,80,0,0.0926495588116247
153,1,0,80,0,0.8516959443050272
154,1,1,0,80,57.225
155,1,1,0,80,57.225
156,1,0,80,0,0.0926495588116247
157,1,1,0,80,57.225
158,1,1,0,80,41.1875
159,1,0,80,0,0.07692152185339425
160,1,1,0,80,44.475
161,1,1,0,80,44.475
162,1,0,80,0,0.08223830509845147
163,1,1,0,80,44.475
164,1,1,0,80,41.1875
165,1,0,80,0,0.07176356432441174
166,1,1,0,80,44.475
167,1,1,0,80,431.7
168,1,0,80,0,0.07708013261098083
169,1,0,80,0,19.48305975580173
170,1,1,0,80,50.85
171,1,0,80,0,18.328373898277675
172,1,1,0,80,50.85
173,1,0,80,0,10.546797929974934
174,1,1,0,80,47.6625
175,1,1,0,80,428.5125
176,1,0,80,0,0.07708013261098083
177,1,0,80,0,19.69440850650926
178,1,1,0,80,47.6625
179,1,0,80,0,17.895366701706152
180,1,1,0,80,50.85
181,1,0,80,0,13.964623595051346
182,1,1,0,80,47.6625
183,1,0,80,0,0.07708013261098083
184,1,1,0,80,44.475
185,1,0,80,0,0.07708013261098083
186,1,1,0,80,47.5625
187,1,0,80,0,0.08722105433376455
188,1,1,0,80,57.225
189,1,1,0,80,444.3125
190,1,0,80,0,0.09253719275549806
191,1,0,80,0,19.347469275549805
192,1,1,0,80,54.0375
193,1,0,80,0,18.41451730271669
194,1,1,0,80,54.0375
195,1,0,80,0,10.899054010349289
196,1,1,0,80,50.85
197,1,1,0,80,450.6625
198,1,0,80,0,0.09253719275549806
199,1,0,80,0,19.393859152652006
200,1,1,0,80,57.225
201,1,0,80,0,18.388745148771022
202,1,1,0,80,57.225
203,1,0,80,0,10.96533392626132
204,1,1,0,80,54.0375
205,1,0,80,0,0.10284605433376455
206,1,1,0,80,60.4125
207,1,0,80,0,0.10284605433376455
208,1,1,0,80,47.5625
209,1,0,80,0,0.08206330597889801
210,1,1,0,80,50.85
211,1,1,0,80,450.7375
212,1,0,80,0,0.08737922949427983
213,1,0,80,0,3.7048752880300766
214,1,1,0,80,54.0375
215,1,1,0,80,428.65
216,1,0,80,0,0.09768767433399361
217,1,1,0,80,44.375
218,1,0,80,0,0.0872140027488075
219,1,1,0,80,54.0375
220,1,1,0,80,425.4875
221,1,0,80,0,0.08222168324035896
222,1,1,0,80,41.1875
223,1,0,80,0,0.08205667165204737
224,1,1,0,80,50.85
225,1,1,0,80,41.1875
226,1,0,80,0,0.0872069523039612
227,1,1,0,80,50.85
228,1,1,0,80,419.175
229,1,0,80,0,0.08737216540684749
230,1,1,0,80,416.0
231,1,0,80,0,0.09767582861762328
232,1,1,0,80,50.75
233,1,0,80,0,0.09235681662018512
234,1,1,0,80,57.225
235,1,1,0,80,422.3625
236,1,0,80,0,0.08736510246150116
237,1,0,80,0,18.65602134454461
238,1,1,0,80,54.0375
239,1,0,80,0,18.8724986861786
240,1,0,80,0,26.236043174192506
241,1,0,80,0,10.991227715567772
242,1,1,0,80,57.225
243,1,1,0,80,54.0375
244,1,1,0,80,54.0375
245,1,0,80,0,4.33874944424235
246,1,1,0,80,54.0375
247,1,0,80,0,2.354911075181892
248,1,1,0,80,54.0375
249,1,0,80,0,14.875075791260763
250,1,1,0,80,50.85
251,1,0,80,0,4.605748241571671
252,1,1,0,80,54.0375
253,1,1,0,80,457.0375
254,1,0,80,0,0.09253345191413671
255,1,0,80,0,2.261955774750374
256,1,1,0,80,54.0375
257,1,0,80,0,0.08736510246150116
258,1,1,0,80,54.0375
259,1,0,80,0,0.08736510246150116
260,1,0,80,0,0.09252223120452709
261,1,1,0,80,54.0375
262,1,0,80,0,0.09767582861762328
263,1,1,0,80,47.6625
264,1,0,80,0,0.08221835967500707
265,1,1,0,80,47.6625
266,1,0,80,0,0.08737569730778559
267,1,1,0,80,54.0375
268,1,0,80,0,0.08737569730778559
269,1,0,80,0,0.09253345191413671
270,1,1,0,80,57.225
271,1,0,80,0,0.09768767433399361
272,1,1,0,80,44.375
273,1,0,80,0,0.09235308382507477
274,1,1,0,80,54.0375
275,1,1,0,80,513.8625
276,1,0,80,0,0.08736157141702368
277,1,0,80,0,2.6351547975103062
278,1,1,0,80,54.0375
279,1,1,0,80,523.3125
280,1,0,80,0,0.0925147522431493
281,1,0,80,0,2.6811292539002505
282,1,1,0,80,54.0375
283,1,0,80,0,0.08736157141702368
284,1,1,0,80,54.0375
285,1,0,80,0,0.08736157141702368
286,1,1,0,80,47.5625
287,1,0,80,0,0.09234935133168977
288,1,1,0,80,60.4125
289,1,1,0,80,510.7125
290,1,0,80,0,0.0976639857737542
291,1,0,80,0,3.714282827466354
292,1,1,0,80,57.225
293,1,0,80,0,0.0976639857737542
294,1,1,0,80,57.225
295,1,0,80,0,0.09251101321585903
296,1,1,0,80,41.1875
297,1,0,80,0,0.087192854833495
298,1,1,0,80,54.0375
299,1,1,0,80,668.2
300,1,0,80,0,0.09766003879728419
301,1,0,80,0,1.8273520853540253
302,1,1,0,80,54.0375
303,1,1,0,80,809.35
304,1,0,80,0,0.09250727449078565
305,1,0,80,0,18.181842062722275
306,1,1,0,80,47.6625
307,1,0,80,0,18.460091335273198
308,1,1,0,80,50.85
309,1,0,80,0,3.2929397025541545
310,1,1,0,80,50.85
311,1,1,0,80,1011.1125
312,1,0,80,0,0.07704898157129
313,1,1,0,80,44.375
314,1,0,80,0,0.07688111209892508
315,1,1,0,80,50.85
316,1,1,0,80,629.9625
317,1,0,80,0,0.08734745009294431
318,1,1,0,80,41.1875
319,1,0,80,0,0.07172586576150644
320,1,1,0,80,41.2875
321,1,1,0,80,809.2
322,1,0,80,0,0.06673536186204389
323,1,1,0,80,44.375
324,1,0,80,0,0.0820168882065371
325,1,1,0,80,44.375
326,1,0,80,0,0.06656027795733678
327,1,1,0,80,41.1875
328,1,0,80,0,0.08201026138245869
329,1,1,0,80,54.0375
330,1,1,0,80,47.6625
331,1,1,0,80,54.0375
332,1,1,0,80,623.6625
333,1,0,80,0,0.08217849783847117
334,1,1,0,80,1153.0375
335,1,0,80,0,0.07187297996121525
336,1,1,0,80,623.6625
337,1,0,80,0,0.08217185795661132
338,1,0,80,0,15.770494121449639
339,1,1,0,80,54.0375
340,1,1,0,80,607.8875
341,1,0,80,0,17.61378418777522
342,1,1,0,80,47.6625
343,1,0,80,0,18.597604330788187
344,1,1,0,80,50.85
345,1,0,80,0,26.27574435421969
346,1,1,0,80,47.6625
347,1,0,80,0,11.280026663434736
348,1,1,0,80,47.6625
349,1,0,80,0,2.962498989735715
350,1,1,0,80,54.0375
351,1,1,0,80,607.9
352,1,0,80,0,0.08219510223874565
353,1,0,80,0,5.0475738354005895
354,1,1,0,80,54.0375
355,1,0,80,0,11.085969377449198
356,1,1,0,80,611.0375
357,1,1,0,80,50.85
358,1,1,0,80,604.75
359,1,0,80,0,0.08732274875772633
360,1,0,80,0,5.922896629758345
361,1,1,0,80,47.6625
362,1,1,0,80,610.9625
363,1,0,80,0,10.735325011109765
364,1,1,0,80,50.85
365,1,1,0,80,614.2
366,1,0,80,0,0.08732980485636944
367,1,0,80,0,2.609248111187427
368,1,1,0,80,623.6625
369,1,0,80,0,0.08217849783847117
370,1,0,80,0,0.077042754384547
371,1,0,80,0,7.159338883051807
372,1,1,0,80,50.85
373,1,0,80,0,19.215218006222976
374,1,1,0,80,44.475
375,1,0,80,0,18.973067442518285
376,1,1,0,80,50.85
377,1,0,80,0,26.467592031357338
378,1,1,0,80,47.6625
379,1,0,80,0,11.30337010546733
380,1,0,80,0,24.05915868590132
381,1,1,0,80,47.6625
382,1,1,0,80,47.6625
383,1,0,80,0,7.81107834026908
384,1,1,0,80,57.225
385,1,0,80,0,7.950006059871531
386,1,1,0,80,54.0375
387,1,0,80,0,18.74349337213062
388,1,1,0,80,50.85
389,1,0,80,0,3.247009376010346
390,1,1,0,80,50.85
391,1,0,80,0,21.049931296475915
392,1,1,0,80,50.85
393,1,0,80,0,21.209666989977368
394,1,1,0,80,47.6625
395,1,0,80,0,18.268685358758887
396,1,1,0,80,47.6625
397,1,0,80,0,3.3795854880413705
398,1,1,0,80,47.6625
399,1,0,80,0,20.584680025856496
400,1,1,0,80,50.85
401,1,0,80,0,21.161603102779573
402,1,1,0,80,47.6625
403,1,0,80,0,21.104941014867485
404,1,1,0,80,47.6625
405,1,0,80,0,20.677399806076277
406,1,1,0,80,47.6625
407,1,0,80,0,21.027674531351003
408,1,1,0,80,47.6625
409,1,0,80,0,24.946468972204265
410,1,0,80,0,27.645631264144843
411,1,1,0,80,47.6625
412,1,1,0,80,47.6625
413,1,0,80,0,26.259537665696733
414,1,1,0,80,47.6625
415,1,0,80,0,3.8247655997413514
416,1,1,0,80,50.85
417,1,0,80,0,41.43075088910443
418,1,1,0,80,44.475
419,1,0,80,0,11.387184772065956
420,1,1,0,80,47.6625
421,1,0,80,0,26.491412059489168
422,1,1,0,80,50.85
423,1,0,80,0,3.7526268994503718
424,1,1,0,80,50.85
425,1,0,80,0,15.383224215971548
426,1,1,0,80,50.85
427,1,1,0,80,973.3
428,1,0,80,0,0.08220174587778856
429,1,1,0,80,623.6625
430,1,0,80,0,0.07187297996121525
431,1,0,80,0,18.361405138978668
432,1,1,0,80,50.85
433,1,0,80,0,18.526240303813832
434,1,1,0,80,50.85
435,1,0,80,0,2.822054783451842
436,1,1,0,80,50.85
437,1,1,0,80,888.125
438,1,0,80,0,0.07702407886231416
439,2,1,0,0,4426
440,2,1,0,0,5120
441,1,0,0,443,8.869074492099323
442,2,1,0,0,4242
443,2,1,0,0,5617
444,2,1,0,0,4118
445,2,1,0,0,6619
446,1,0,0,443,8.866817155756207
447,1,1,443,0,0.11988573534832289
448,1,0,0,443,11.18961625282167
449,1,0,0,443,59.52595936794582
450,1,1,443,0,0.13545575246781735
451,1,0,0,443,10.611738148984198
452,1,0,0,443,59.52370203160271
453,1,1,443,0,0.11419553999262809
454,1,1,443,0,0.7319848875783266
455,1,0,0,443,10.613995485327314
456,1,1,443,0,8.478298931072613
457,1,0,0,443,10.613995485327314
458,1,1,443,0,3.7160661629192777
459,1,0,0,443,10.613995485327314
460,1,0,0,443,31.7313769751693
461,1,0,0,443,112.2528216704289
462,1,1,443,0,0.14304681637129826
463,1,1,443,0,5.253939848755989
464,1,0,0,443,11.187358916478555
465,1,1,443,0,4.648473128211049
466,1,0,0,443,10.611738148984198
467,1,1,443,0,0.8876349362119725
468,1,0,0,443,10.611738148984198
469,1,1,443,0,5.504185187323212
470,1,0,0,443,10.611738148984198
471,1,0,0,443,31.729119638826184
472,1,0,0,443,136.31151241534988
473,1,1,443,0,1.0177617029119057
474,1,1,443,0,1.0001382233689642
475,1,0,0,443,11.18961625282167
476,1,1,443,0,1.361361960928861
477,1,1,443,0,0.1782620715075562
478,1,1,443,0,0.12007003317360855
479,1,0,0,443,16.891647855530476
480,1,0,0,443,10.038374717832957
481,1,0,80,0,0.9424102812803103
482,1,1,0,80,50.85
483,1,1,443,0,1.2604052415863303
484,1,1,443,0,1.2088841424695491
485,1,1,443,0,5.437943774173065
486,1,0,0,443,11.187358916478555
487,1,1,443,0,15.799572822259424
488,1,0,0,443,11.187358916478555
489,1,1,443,0,15.799572822259424
490,1,0,0,443,10.611738148984198
491,1,1,443,0,5.364342204006235
492,1,1,443,0,10.740200888991515
493,1,0,0,443,10.611738148984198
494,1,1,443,0,10.769641517058247
495,1,0,0,443,10.611738148984198
496,1,1,443,0,0.07922502764467379
497,1,1,443,0,5.4453039311897475
498,1,1,443,0,10.799082145124979
499,1,0,0,443,11.762979683972912
500,1,1,443,0,5.489464873289846
501,1,1,443,0,10.688679789874733
502,1,0,0,443,11.762979683972912
503,1,1,443,0,5.334901575939503
504,1,0,0,443,11.187358916478555
505,1,1,443,0,5.4305836171563815
506,1,0,0,443,11.187358916478555
507,1,1,443,0,5.371702361022917
508,1,0,0,443,11.187358916478555
509,1,1,443,0,5.364342204006235
510,1,0,0,443,11.762979683972912
511,1,1,443,0,10.740200888991515
512,1,0,0,443,11.187358916478555
513,1,1,443,0,5.342261732956185
514,1,0,0,443,11.187358916478555
515,1,1,443,0,5.268660162789355
516,1,0,0,443,11.187358916478555
517,1,1,443,0,10.58563759164117
518,1,0,0,443,11.762979683972912
519,1,1,443,0,10.570917277607805
520,1,0,0,443,11.187358916478555
521,1,1,443,0,5.408503146106333
522,1,0,0,443,11.187358916478555
523,1,1,443,0,5.4158633031230154
524,1,0,0,443,11.187358916478555
525,1,1,443,0,10.489955550424291
526,1,0,0,443,11.762979683972912
527,1,1,443,0,10.68131963285805
528,1,0,0,443,11.187358916478555
529,1,1,443,0,10.696039946891416
530,1,0,0,443,11.187358916478555
531,1,1,443,0,10.644518847774634
532,1,0,0,443,11.187358916478555
533,1,1,443,0,10.622438376724586
534,1,0,0,443,10.611738148984198
535,1,1,443,0,10.592997748657854
536,1,0,0,443,11.187358916478555
537,1,1,443,0,2.216908156785776
538,1,0,0,443,16.313769751693002
539,1,0,0,443,11.187358916478555
540,2,1,0,0,4670
541,1,1,443,0,0.09923223460139699
542,2,1,0,0,5868
543,1,0,0,443,9.442437923250564
544,1,1,443,0,0.13544793350265527
545,1,0,0,443,11.762979683972912
546,1,0,0,443,61.25056433408578
547,1,1,443,0,0.14303855922419764
548,1,1,443,0,9.898637728007389
549,1,0,0,443,11.187358916478555
550,1,1,443,0,5.319874163010852
551,1,0,0,443,11.187358916478555
552,1,1,443,0,0.9317420918956361
553,1,0,0,443,11.187358916478555
554,1,0,0,443,28.851015801354404
555,1,0,0,443,124.80361173814899
556,1,1,443,0,0.15039829138767027
557,1,1,443,0,0.15039829138767027
558,1,1,443,0,1.245613022396675
559,1,1,443,0,1.2088143615793119
560,1,0,0,443,11.187358916478555
561,1,1,443,0,21.08589240360194
562,1,0,0,443,10.611738148984198
563,1,1,443,0,5.687860771184484
564,1,0,0,443,10.611738148984198
565,1,1,443,0,5.3272338951743246
566,1,0,0,443,11.187358916478555
567,1,1,443,0,5.408190948972524
568,1,0,0,443,10.611738148984198
569,1,1,443,0,5.356672823828215
570,1,0,0,443,10.611738148984198
571,1,1,443,0,10.59238628492265
572,1,0,0,443,10.611738148984198
573,1,1,443,0,2.7135188178249825
574,1,0,0,443,11.187358916478555
575,1,1,443,0,5.45234934195336
576,1,0,0,443,11.187358916478555
577,1,1,443,0,21.049093742784578
578,1,0,0,443,11.187358916478555
579,1,1,443,0,21.027014546294158
580,1,0,0,443,11.187358916478555
581,1,1,443,0,10.791099053336412
582,1,0,0,443,11.187358916478555
583,1,1,443,0,10.629184945740015
584,1,0,0,443,11.762979683972912
585,1,1,443,0,10.746940660355577
586,1,0,0,443,11.187358916478555
587,1,1,443,0,10.570307088432232
588,1,0,0,443,10.611738148984198
589,1,1,443,0,10.761660124682521
590,1,0,0,443,10.036117381489841
591,1,1,443,0,10.746940660355577
592,1,0,0,443,10.036117381489841
593,1,1,443,0,10.739580928192103
594,1,0,0,443,10.036117381489841
595,1,1,443,0,10.95301316093281
596,1,0,0,443,10.611738148984198
597,1,1,443,0,10.607105749249596
598,1,0,0,443,11.187358916478555
599,1,1,443,0,10.42311244516278
600,1,0,0,443,10.611738148984198
601,1,1,443,0,5.224197644885708
602,1,0,0,443,11.187358916478555
603,1,1,443,0,5.503867467097668
604,1,0,0,443,10.611738148984198
605,1,1,443,0,10.70278226737474
606,1,0,0,443,10.611738148984198
607,1,1,443,0,10.548227891941815
608,1,0,0,443,11.187358916478555
609,1,1,443,0,5.422910413299469
610,1,0,0,443,11.187358916478555
611,1,1,443,0,5.356672823828215
612,1,0,0,443,11.187358916478555
613,1,1,443,0,10.599746017086124
614,1,0,0,443,10.611738148984198
615,1,1,443,0,10.607105749249596
616,1,0,0,443,10.036117381489841
617,1,1,443,0,10.798458785499884
618,1,0,0,443,10.611738148984198
619,1,1,443,0,10.577666820595706
620,1,0,0,443,10.611738148984198
621,1,1,443,0,10.56294735626876
622,1,0,0,443,10.611738148984198
623,1,1,443,0,10.651264142230431
624,1,0,0,443,10.611738148984198
625,1,1,443,0,10.658623874393905
626,1,0,0,443,10.611738148984198
627,1,1,443,0,10.53350842761487
628,1,0,0,443,10.611738148984198
629,1,1,443,0,10.695422535211268
630,1,0,0,443,10.611738148984198
631,1,1,443,0,10.489350034634034
632,1,0,0,443,10.611738148984198
633,1,1,443,0,10.680703070884322
634,1,0,0,443,10.611738148984198
635,1,1,443,0,10.73222119602863
636,1,0,0,443,10.611738148984198
637,1,1,443,0,5.415550681135996
638,1,0,0,443,10.611738148984198
639,1,1,443,0,5.4891480027707225
640,1,0,0,443,10.611738148984198
641,1,1,443,0,5.474428538443777
642,1,0,0,443,10.611738148984198
643,1,1,443,0,5.467068806280305
644,1,0,0,443,10.611738148984198
645,1,1,443,0,5.540666127915031
646,1,0,0,443,10.611738148984198
647,1,1,443,0,5.224197644885708
648,1,0,0,443,10.036117381489841
649,1,1,443,0,10.695422535211268
650,1,0,0,443,10.036117381489841
651,1,1,443,0,1.983519972292773
652,1,0,0,443,15.738148984198645
653,1,0,0,443,10.036117381489841
654,1,0,80,0,1.8368818681318682
655,1,1,443,0,0.0992265065804664
656,1,1,0,80,50.85
657,1,1,0,80,856.625
658,1,0,80,0,0.0873545101842871
659,1,0,0,443,8.869074492099323
660,1,1,443,0,0.10812180402635095
661,1,0,0,443,11.18961625282167
662,1,0,0,443,60.67720090293454
663,1,1,443,0,0.12592712028377942
664,1,1,443,0,8.436011424885981
665,1,0,0,443,10.613995485327314
666,1,1,443,0,0.708388998940434
667,1,0,0,443,10.613995485327314
668,1,1,443,0,3.63919472981066
669,1,0,0,443,10.613995485327314
670,1,0,0,443,28.853273137697517
671,1,0,0,443,113.41309255079007
672,1,1,443,0,0.9588842308932602
673,1,1,443,0,0.9882526373980743
674,1,1,443,0,0.24819182752107616
675,1,0,0,443,11.765237020316027
676,1,0,0,443,581.1828442437924
677,1,1,443,0,0.13180080158474225
678,1,1,443,0,4.584327636246372
679,1,0,0,443,11.765237020316027
680,1,1,443,0,0.13180080158474225
681,1,0,0,443,11.765237020316027
682,1,0,0,443,15.164785553047404
683,1,0,0,443,11.765237020316027
684,1,1,443,0,0.18998479753075045
685,1,0,0,443,6.036117381489842
686,1,0,0,443,10.020316027088036
687,1,1,443,0,0.07921407840788686
688,1,1,443,0,0.07921407840788686
689,1,1,443,0,0.12573705546342362
690,1,0,0,443,11.765237020316027
691,1,0,0,443,59.52595936794582
692,1,1,443,0,0.12592131932927952
693,1,1,443,0,12.066196793808734
694,1,0,0,443,11.18961625282167
695,1,0,80,0,0.077042754384547
696,1,1,0,80,47.6625
697,1,0,80,0,0.077042754384547
698,1,1,443,0,0.7553436521098212
699,1,0,0,443,11.18961625282167
700,1,0,0,443,27.126410835214447
701,1,0,0,443,112.26636568848758
702,1,0,80,0,0.0770396411686265
703,1,1,0,80,47.6625
704,1,0,80,0,0.0821917808219178
705,1,0,80,0,0.08217849783847117
706,1,0,80,0,0.08217185795661132
707,1,1,0,80,54.0375
708,1,0,80,0,0.08217849783847117
709,1,1,0,80,50.85
710,1,0,80,0,0.08217185795661132
711,1,1,443,0,1.041067809102635
712,1,1,443,0,0.976460291136908
713,1,1,443,0,0.2716740372213009
714,1,0,0,443,10.613995485327314
715,1,0,0,443,556.6365688487584
716,1,1,443,0,0.11417449788096554
717,1,1,443,0,0.8366731159019716
718,1,1,443,0,0.17822922424912474
719,1,1,443,0,0.12004790860512253
720,1,0,0,443,15.74040632054176
721,1,0,0,443,10.038374717832957
722,1,0,0,443,10.595936794582393
723,1,1,443,0,0.07333701861065045
724,1,1,443,0,0.12573126353125433
725,1,0,0,443,12.91647855530474
726,1,0,0,443,60.10158013544018
727,1,1,443,0,0.12591551890920816
728,1,1,443,0,4.104380671610853
729,1,0,0,443,12.91647855530474
730,1,1,443,0,3.7504491224837624
731,1,0,0,443,12.340857787810384
732,1,1,443,0,4.215970334884149
733,1,0,0,443,12.340857787810384
734,1,1,443,0,0.7788014187664103
735,1,0,0,443,12.340857787810384
736,1,0,0,443,35.18510158013544
737,1,0,0,443,221.97516930022573
738,1,1,443,0,0.9881615919664655
739,1,1,443,0,0.9822884517941868
740,1,1,443,0,0.25404210235386243
741,1,0,0,443,11.765237020316027
742,1,0,0,443,336.7607223476298
743,1,1,443,0,1.7638076373854161
744,1,1,443,0,0.1840941544981344
745,1,1,443,0,0.12004237873692938
746,1,0,0,443,19.1941309255079
747,1,0,0,443,12.340857787810384
748,1,0,80,0,18.1045505981248
749,1,1,0,80,44.475
750,1,0,80,0,3.373726964112512
751,1,1,0,80,47.6625
752,1,1,0,80,1007.9125
753,1,0,80,0,0.08220174587778856
754,1,1,0,80,941.7125
755,1,0,80,0,0.06672188106011635
756,1,0,80,0,21.903148237956675
757,1,1,0,80,44.475
758,1,0,80,0,21.049931296475915
759,1,1,0,80,47.6625
760,1,0,80,0,21.214819754283866
761,1,1,0,80,50.85
762,1,0,80,0,10.837487879767291
763,1,1,0,80,47.6625
764,1,0,80,0,11.213518099547512
765,1,1,0,80,47.6625
766,1,0,80,0,10.878696670976083
767,1,1,0,80,47.6625
768,1,0,80,0,3.7771695216548156
769,1,1,0,80,50.85
770,1,0,80,0,14.764281674208144
771,1,1,0,80,47.6625
772,1,0,80,0,7.400048480930834
773,1,1,0,80,50.85
774,1,0,80,0,15.452185681965094
775,1,1,0,80,50.85
776,1,1,443,0,0.0792067805979087
777,1,0,80,0,27.594103621079856
778,1,1,0,80,47.6625
779,1,0,80,0,26.460495473650177
780,1,1,0,80,54.0375
781,1,0,80,0,3.716557549304882
782,1,1,0,80,47.6625
783,1,0,80,0,41.343153895893956
784,1,1,0,80,50.85
785,1,0,80,0,11.382032007759458
786,1,1,0,80,50.85
787,1,0,80,0,30.105156805690267
788,1,1,0,80,50.85
789,1,0,80,0,14.197098286453281
790,1,1,0,80,44.475
791,1,1,0,80,859.7125
792,1,0,80,0,0.07704898157129
793,1,0,80,0,17.769620918202392
794,1,1,0,80,50.85
795,1,0,80,0,13.866129162625283
796,1,1,0,80,50.85
797,1,1,0,80,998.5125
798,1,0,80,0,0.07704898157129
799,1,1,0,80,771.4375
800,1,0,80,0,6.06431803490627
801,1,1,0,80,47.6625
802,1,0,80,0,18.20245311994827
803,1,1,0,80,50.85
804,1,0,80,0,18.506466214031683
805,1,1,0,80,50.85
806,1,0,80,0,16.863340607824117
807,1,1,0,80,50.85
808,1,1,0,80,1077.175
809,1,0,80,0,0.08220174587778856
810,1,0,80,0,0.8659270934367927
811,1,1,0,80,47.6625
812,1,1,0,80,856.5625
813,1,0,80,0,0.07704898157129
814,2,1,0,0,4894
815,2,1,0,0,4637
816,2,1,0,0,8141
817,2,1,0,0,8129
818,1,0,0,443,8.311512415349886
819,1,1,443,0,0.09096414284141373
